,Provider.Number,Hospital.Name,Address.1,Address.2,Address.3,City,State,ZIP.Code,County.Name,Phone.Number,Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Footnote...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Footnote...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Hospital.30.Day.Readmission.Rates.from.Pneumonia,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Footnote...Hospital.30.Day.Readmission.Rates.from.Pneumonia
3665,410013,WESTERLY HOSPITAL,25 WELLS STREET,,,WESTERLY,RI,02891,WASHINGTON,4015966000,17.7,No Different than U.S. National Rate,13.9,22.0,83,,10.1,No Different than U.S. National Rate,7.9,13.0,272,,12.5,No Different than U.S. National Rate,9.8,15.6,305,,18.9,No Different than U.S. National Rate,15.2,23.4,50,,22.1,No Different than U.S. National Rate,19.2,25.8,325,,15.9,No Different than U.S. National Rate,13.3,19.3,320,
3666,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,,,PROVIDENCE                    ,RI,02908,COLUMBIA,4014573042,15.3,No Different than U.S. National Rate,11.5,20.1,58,,11.7,No Different than U.S. National Rate,9.2,14.6,292,,14.0,No Different than U.S. National Rate,11.0,17.4,261,,21.0,No Different than U.S. National Rate,16.8,26.0,32,,30.2,Worse than U.S. National Rate,26.4,34.0,376,,19.7,No Different than U.S. National Rate,16.4,23.4,272,
3667,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,,,ROCK HILL,SC,29730,YORK,8033291234,18.0,No Different than U.S. National Rate,14.6,21.9,324,,15.2,Worse than U.S. National Rate,12.4,18.5,389,,14.4,Worse than U.S. National Rate,12.3,16.9,600,,18.6,No Different than U.S. National Rate,15.6,21.9,371,,24.3,No Different than U.S. National Rate,21.3,27.5,474,,20.2,No Different than U.S. National Rate,17.5,23.0,619,
3668,420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,,,CHARLESTON,SC,29425,CHARLESTON,8437922300,12.9,No Different than U.S. National Rate,9.9,16.7,176,,11.8,No Different than U.S. National Rate,9.2,14.8,327,,14.3,No Different than U.S. National Rate,11.6,17.7,260,,19.4,No Different than U.S. National Rate,16.2,23.0,240,,25.2,No Different than U.S. National Rate,22.0,28.4,450,,17.4,No Different than U.S. National Rate,14.5,20.6,300,
3669,420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON ST,,,DILLON,SC,29536,DILLON,8437744111,15.3,No Different than U.S. National Rate,11.9,19.8,71,,11.1,No Different than U.S. National Rate,8.3,15.0,136,,11.3,No Different than U.S. National Rate,8.1,15.8,110,,20.1,No Different than U.S. National Rate,16.2,24.7,61,,23.5,No Different than U.S. National Rate,19.5,27.9,177,,17.3,No Different than U.S. National Rate,13.8,21.5,118,
3670,420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,,,SPARTANBURG,SC,29303,SPARTANBURG,8645606000,14.5,No Different than U.S. National Rate,12.2,17.2,520,,10.7,No Different than U.S. National Rate,9.1,12.5,916,,9.9,Better than U.S. National Rate,8.3,11.8,783,,20.3,No Different than U.S. National Rate,17.6,23.5,562,,20.5,Better than U.S. National Rate,18.4,22.9,1091,,17.1,No Different than U.S. National Rate,15.1,19.4,822,
3671,420009,OCONEE MEDICAL CENTER,298 MEMORIAL DRIVE,,,SENECA,SC,29672,OCONEE,8648823351,16.9,No Different than U.S. National Rate,13.3,21.0,100,,12.3,No Different than U.S. National Rate,9.8,15.6,307,,13.0,No Different than U.S. National Rate,10.7,15.6,626,,19.9,No Different than U.S. National Rate,15.9,24.6,55,,22.4,No Different than U.S. National Rate,19.3,26.0,355,,17.8,No Different than U.S. National Rate,15.5,20.5,674,
3672,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,,,HARTSVILLE,SC,29550,DARLINGTON,8643392100,16.4,No Different than U.S. National Rate,12.8,20.7,52,,12.0,No Different than U.S. National Rate,9.0,15.2,223,,9.0,No Different than U.S. National Rate,6.8,12.1,238,,21.4,No Different than U.S. National Rate,17.2,26.0,37,,27.5,No Different than U.S. National Rate,23.6,31.4,303,,21.4,No Different than U.S. National Rate,18.0,25.2,290,
3673,420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,,,PICKENS,SC,29671,PICKENS,8648784791,15.0,No Different than U.S. National Rate,11.4,19.4,54,,11.8,No Different than U.S. National Rate,8.6,16.3,65,,12.1,No Different than U.S. National Rate,8.8,16.5,149,,19.3,No Different than U.S. National Rate,15.2,24.0,45,,24.6,No Different than U.S. National Rate,20.0,29.8,78,,17.1,No Different than U.S. National Rate,13.8,20.9,162,
3674,420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,,,EASLEY,SC,29640,PICKENS,8644427200,17.1,No Different than U.S. National Rate,13.4,21.4,88,,15.2,Worse than U.S. National Rate,11.8,19.3,164,,13.1,No Different than U.S. National Rate,10.2,16.7,305,,20.3,No Different than U.S. National Rate,16.5,24.8,70,,26.2,No Different than U.S. National Rate,22.1,30.5,194,,19.6,No Different than U.S. National Rate,16.5,23.0,323,
3676,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,,,COLUMBIA,SC,29203,RICHLAND,8032965678,13.8,No Different than U.S. National Rate,11.0,16.9,319,,11.4,No Different than U.S. National Rate,9.3,13.9,587,,12.8,No Different than U.S. National Rate,10.2,16.2,298,,18.3,No Different than U.S. National Rate,15.6,21.6,373,,23.4,No Different than U.S. National Rate,20.8,26.3,725,,17.7,No Different than U.S. National Rate,14.9,21.0,324,
3677,420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,,,CHESTER,SC,29706,CHESTER,8035813151,16.1,No Different than U.S. National Rate,12.1,21.0,44,,12.5,No Different than U.S. National Rate,9.1,17.1,104,,12.3,No Different than U.S. National Rate,8.7,17.0,96,,18.8,No Different than U.S. National Rate,14.6,23.7,26,,22.8,No Different than U.S. National Rate,18.8,27.4,143,,17.5,No Different than U.S. National Rate,13.8,21.9,102,
3678,420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,,,GEORGETOWN,SC,29440,GEORGETOWN,8435277000,14.3,No Different than U.S. National Rate,10.9,18.3,114,,11.0,No Different than U.S. National Rate,8.1,14.5,162,,10.0,No Different than U.S. National Rate,7.5,13.3,213,,21.2,No Different than U.S. National Rate,17.3,26.0,111,,28.6,No Different than U.S. National Rate,24.4,33.1,198,,17.9,No Different than U.S. National Rate,14.7,21.6,223,
3679,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,,,GREENVILLE,SC,29601,GREENVILLE,8642551000,16.4,No Different than U.S. National Rate,13.4,19.8,330,,14.7,Worse than U.S. National Rate,12.4,17.3,672,,16.0,Worse than U.S. National Rate,13.3,19.0,480,,18.3,No Different than U.S. National Rate,15.2,21.7,335,,20.0,Better than U.S. National Rate,17.7,23.0,817,,14.3,Better than U.S. National Rate,11.9,17.3,474,
3680,420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,,,COLUMBIA,SC,29204,RICHLAND,8032565300,15.2,No Different than U.S. National Rate,12.8,17.9,624,,10.2,No Different than U.S. National Rate,8.5,12.2,790,,13.9,No Different than U.S. National Rate,11.3,16.7,347,,19.6,No Different than U.S. National Rate,17.3,22.1,836,,22.4,No Different than U.S. National Rate,20.1,25.0,956,,16.9,No Different than U.S. National Rate,14.2,20.2,365,
3681,420027,ANMED HEALTH,800 N FANT ST,,,ANDERSON,SC,29621,ANDERSON,8642611109,15.1,No Different than U.S. National Rate,12.3,18.6,312,,12.4,No Different than U.S. National Rate,10.5,14.5,662,,10.9,No Different than U.S. National Rate,9.4,12.6,1013,,17.1,No Different than U.S. National Rate,14.3,20.5,317,,23.4,No Different than U.S. National Rate,20.8,26.2,761,,18.4,No Different than U.S. National Rate,16.3,20.8,1016,
3683,420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,,,GREER,SC,29650,GREENVILLE,8648488200,14.5,No Different than U.S. National Rate,11.1,18.2,28,,11.2,No Different than U.S. National Rate,8.1,15.1,102,,11.9,No Different than U.S. National Rate,8.9,15.7,174,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,21.8,No Different than U.S. National Rate,17.8,26.6,109,,18.4,No Different than U.S. National Rate,15.0,22.4,190,
3684,420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,,,LANCASTER,SC,29720,LANCASTER,8032861481,14.8,No Different than U.S. National Rate,11.7,18.3,194,,11.9,No Different than U.S. National Rate,9.2,15.3,270,,13.0,No Different than U.S. National Rate,10.3,16.3,268,,20.5,No Different than U.S. National Rate,16.7,24.5,134,,24.6,No Different than U.S. National Rate,21.2,28.5,322,,20.3,No Different than U.S. National Rate,17.0,24.0,268,
3687,420039,WALLACE THOMSON HOSPITAL,322 W SOUTH ST PO BOX 789,,,UNION,SC,29379,UNION,8644270351,15.2,No Different than U.S. National Rate,11.5,20.0,25,,9.8,No Different than U.S. National Rate,7.0,13.6,115,,10.7,No Different than U.S. National Rate,7.5,14.9,108,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.0,No Different than U.S. National Rate,20.7,29.7,133,,17.7,No Different than U.S. National Rate,14.0,22.2,111,
3688,420043,UPSTATE CAROLINA MEDICAL CENTER,1530 N LIMESTONE ST,,,GAFFNEY,SC,29340,CHEROKEE,8644874271,14.6,No Different than U.S. National Rate,11.1,18.9,35,,10.9,No Different than U.S. National Rate,8.3,14.2,173,,13.6,No Different than U.S. National Rate,10.6,17.1,215,,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.4,No Different than U.S. National Rate,22.3,30.9,192,,19.3,No Different than U.S. National Rate,15.7,23.0,224,
3689,420048,KERSHAW HEALTH,HAILE AND ROBERTS STREETS, BOX 7003,,,CAMDEN,SC,29020,KERSHAW,8034324311,14.6,No Different than U.S. National Rate,11.4,18.6,99,,12.5,No Different than U.S. National Rate,9.9,15.6,309,,14.8,Worse than U.S. National Rate,12.3,17.7,448,,19.2,No Different than U.S. National Rate,15.4,23.6,52,,23.2,No Different than U.S. National Rate,20.2,26.8,362,,20.1,No Different than U.S. National Rate,17.3,23.1,465,
3690,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,,,CONWAY,SC,29526,HORRY,8433478037,17.3,No Different than U.S. National Rate,13.3,22.1,82,,12.2,No Different than U.S. National Rate,9.4,15.9,260,,11.2,No Different than U.S. National Rate,8.7,14.4,363,,21.3,No Different than U.S. National Rate,17.0,26.1,50,,24.3,No Different than U.S. National Rate,20.7,28.1,305,,18.1,No Different than U.S. National Rate,15.3,21.5,394,
3691,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,,,FLORENCE,SC,29506,FLORENCE,8437772900,16.2,No Different than U.S. National Rate,13.9,18.9,726,,9.9,No Different than U.S. National Rate,8.2,11.9,816,,13.4,No Different than U.S. National Rate,11.0,15.9,573,,22.2,No Different than U.S. National Rate,19.7,24.7,842,,24.0,No Different than U.S. National Rate,21.8,26.5,1063,,20.0,No Different than U.S. National Rate,17.3,22.9,600,
3692,420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,,,NEWBERRY,SC,29108,NEWBERRY,8032767570,17.0,No Different than U.S. National Rate,12.9,21.6,39,,13.3,No Different than U.S. National Rate,10.1,17.4,133,,15.1,No Different than U.S. National Rate,10.8,20.2,90,,19.0,No Different than U.S. National Rate,14.8,23.8,27,,24.2,No Different than U.S. National Rate,20.2,28.8,156,,17.9,No Different than U.S. National Rate,14.1,22.2,85,
3694,420055,MARION REGIONAL HOSPITAL,2829 E HWY 76,,,MULLINS,SC,29574,MARION,8434312000,15.6,No Different than U.S. National Rate,12.5,19.1,150,,13.5,No Different than U.S. National Rate,10.4,17.4,208,,12.7,No Different than U.S. National Rate,9.5,16.9,138,,22.2,No Different than U.S. National Rate,18.2,26.7,122,,25.8,No Different than U.S. National Rate,22.2,29.9,240,,18.8,No Different than U.S. National Rate,15.0,23.0,140,
3698,420064,LORIS COMMUNITY HOSPITAL,3655 MITCHELL ST,,,LORIS,SC,29569,HORRY,8437167000,13.1,No Different than U.S. National Rate,10.2,16.6,110,,13.1,No Different than U.S. National Rate,10.1,17.1,159,,10.0,No Different than U.S. National Rate,7.3,13.7,134,,18.4,No Different than U.S. National Rate,14.9,22.3,92,,23.9,No Different than U.S. National Rate,20.1,28.1,184,,16.9,No Different than U.S. National Rate,13.6,20.8,135,
3699,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,,,CHARLESTON,SC,29414,CHARLESTON,8434021000,15.8,No Different than U.S. National Rate,12.3,19.9,29,,11.7,No Different than U.S. National Rate,9.1,15.1,170,,10.4,No Different than U.S. National Rate,8.2,13.1,293,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.5,No Different than U.S. National Rate,19.9,27.4,189,,16.8,No Different than U.S. National Rate,13.9,20.0,312,
3701,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,,,BEAUFORT,SC,29902,BEAUFORT,8435225200,17.4,No Different than U.S. National Rate,13.7,22.0,92,,12.3,No Different than U.S. National Rate,9.6,15.4,296,,11.3,No Different than U.S. National Rate,8.5,14.8,173,,18.7,No Different than U.S. National Rate,14.7,22.9,46,,29.4,Worse than U.S. National Rate,25.6,33.2,362,,18.9,No Different than U.S. National Rate,15.4,23.2,178,
3702,420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,,,ORANGEBURG,SC,29115,ORANGEBURG,8035332460,14.6,No Different than U.S. National Rate,11.6,18.2,137,,11.5,No Different than U.S. National Rate,9.2,14.2,379,,12.2,No Different than U.S. National Rate,9.7,15.2,251,,20.5,No Different than U.S. National Rate,16.8,24.5,101,,25.6,No Different than U.S. National Rate,22.4,28.9,475,,21.5,No Different than U.S. National Rate,18.0,25.2,254,
3704,420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,,,SUMTER,SC,29150,SUMTER,8037748900,13.9,No Different than U.S. National Rate,11.0,17.5,106,,10.6,No Different than U.S. National Rate,8.6,12.9,487,,12.3,No Different than U.S. National Rate,10.1,14.9,432,,19.0,No Different than U.S. National Rate,15.4,23.3,75,,25.0,No Different than U.S. National Rate,22.1,28.0,565,,17.6,No Different than U.S. National Rate,15.0,20.7,431,
3705,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,,,GREENWOOD,SC,29646,GREENWOOD,8642274111,14.1,No Different than U.S. National Rate,11.2,17.4,255,,13.7,No Different than U.S. National Rate,11.2,16.8,368,,14.4,No Different than U.S. National Rate,11.9,17.4,400,,18.4,No Different than U.S. National Rate,15.4,22.0,277,,24.0,No Different than U.S. National Rate,20.9,27.3,479,,18.4,No Different than U.S. National Rate,15.6,21.8,401,
3707,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,,,WEST COLUMBIA,SC,29169,LEXINGTON,8037912000,16.3,No Different than U.S. National Rate,13.2,20.1,240,,12.6,No Different than U.S. National Rate,10.4,15.2,612,,15.2,Worse than U.S. National Rate,12.9,17.9,671,,20.1,No Different than U.S. National Rate,16.4,24.2,142,,24.2,No Different than U.S. National Rate,21.6,27.0,738,,18.9,No Different than U.S. National Rate,16.3,21.7,643,
3708,420078,GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,,,GREENVILLE,SC,29605,GREENVILLE,8644557000,17.3,No Different than U.S. National Rate,14.8,20.0,651,,12.6,No Different than U.S. National Rate,10.9,14.8,870,,13.0,No Different than U.S. National Rate,11.1,15.2,667,,15.9,Better than U.S. National Rate,13.7,18.6,654,,19.7,Better than U.S. National Rate,17.6,22.2,1024,,16.7,No Different than U.S. National Rate,14.4,19.4,676,
3709,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,,,CHARLESTON,SC,29406,CHARLESTON,8437978800,17.1,No Different than U.S. National Rate,13.8,21.2,258,,13.7,No Different than U.S. National Rate,11.4,16.3,591,,13.6,No Different than U.S. National Rate,11.3,16.2,610,,19.8,No Different than U.S. National Rate,16.4,23.5,243,,22.5,No Different than U.S. National Rate,20.0,25.4,710,,20.5,No Different than U.S. National Rate,17.8,23.5,602,
3710,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,,,HILTON HEAD ISLAND,SC,29925,BEAUFORT,8436816122,16.7,No Different than U.S. National Rate,12.9,21.2,120,,13.9,No Different than U.S. National Rate,11.0,17.3,287,,12.0,No Different than U.S. National Rate,9.3,15.4,308,,19.9,No Different than U.S. National Rate,15.9,24.7,128,,23.4,No Different than U.S. National Rate,19.9,27.2,357,,21.5,No Different than U.S. National Rate,18.0,25.1,325,
3711,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,,,AIKEN,SC,29801,AIKEN,8036415900,17.1,No Different than U.S. National Rate,13.5,21.0,170,,15.6,Worse than U.S. National Rate,12.5,19.0,336,,15.7,Worse than U.S. National Rate,12.9,18.9,376,,19.0,No Different than U.S. National Rate,15.5,23.1,174,,21.6,No Different than U.S. National Rate,18.6,25.1,386,,17.8,No Different than U.S. National Rate,15.2,21.1,372,
3712,420083,MARY BLACK MEMORIAL HOSPITAL,1700 SKYLYN DR BOX 3217,,,SPARTANBURG,SC,29307,SPARTANBURG,8645733000,15.9,No Different than U.S. National Rate,12.1,20.9,38,,11.6,No Different than U.S. National Rate,9.1,14.9,225,,14.0,No Different than U.S. National Rate,11.2,17.3,326,,19.3,No Different than U.S. National Rate,15.2,24.4,29,,24.9,No Different than U.S. National Rate,21.3,28.9,263,,19.2,No Different than U.S. National Rate,16.0,22.7,328,
3713,420085,GRAND STRAND REG MED CENTER,809 82ND PARKWAY BOX 7500,,,MYRTLE BEACH,SC,29577,HORRY,8436921100,14.2,No Different than U.S. National Rate,11.6,17.2,474,,11.1,No Different than U.S. National Rate,9.1,13.2,694,,10.8,No Different than U.S. National Rate,8.7,13.2,495,,20.3,No Different than U.S. National Rate,17.5,23.5,533,,24.3,No Different than U.S. National Rate,21.9,26.9,870,,21.6,Worse than U.S. National Rate,18.6,24.7,520,
3714,420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION,,,COLUMBIA,SC,29220,RICHLAND,8032965678,15.3,No Different than U.S. National Rate,11.6,19.9,44,,9.5,No Different than U.S. National Rate,7.2,12.5,179,,13.3,No Different than U.S. National Rate,10.5,16.5,270,,18.9,No Different than U.S. National Rate,14.8,23.6,29,,25.4,No Different than U.S. National Rate,21.6,29.7,218,,18.0,No Different than U.S. National Rate,14.7,21.8,269,
3715,420087,ROPER HOSPITAL,316 CALHOUN ST,,,CHARLESTON,SC,29401,CHARLESTON,8437242800,16.2,No Different than U.S. National Rate,13.3,19.5,320,,10.3,No Different than U.S. National Rate,8.5,12.3,806,,10.6,No Different than U.S. National Rate,8.7,12.9,484,,18.5,No Different than U.S. National Rate,15.6,22.1,314,,22.0,Better than U.S. National Rate,19.9,24.5,1005,,17.4,No Different than U.S. National Rate,14.9,20.1,496,
3717,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,,,FLORENCE,SC,29505,FLORENCE,8436742500,17.9,No Different than U.S. National Rate,14.5,21.8,233,,10.6,No Different than U.S. National Rate,8.5,13.1,587,,13.3,No Different than U.S. National Rate,10.8,16.2,440,,22.4,No Different than U.S. National Rate,18.9,26.1,239,,27.0,No Different than U.S. National Rate,24.3,29.9,758,,18.5,No Different than U.S. National Rate,15.7,21.6,461,
3718,420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS,,,MURRELLS INLET,SC,29576,GEORGETOWN,8436521000,18.3,No Different than U.S. National Rate,14.1,23.5,100,,12.1,No Different than U.S. National Rate,9.4,15.3,306,,14.4,No Different than U.S. National Rate,11.7,17.4,440,,19.4,No Different than U.S. National Rate,15.6,24.0,62,,27.8,No Different than U.S. National Rate,24.1,31.5,366,,21.6,No Different than U.S. National Rate,18.4,25.0,436,
3723,42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,,,COLUMBIA                      ,SC,29209,RICHLAND,8036957980,16.1,No Different than U.S. National Rate,12.1,20.8,31,,10.0,No Different than U.S. National Rate,7.5,13.0,272,,11.2,No Different than U.S. National Rate,8.6,14.3,258,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.9,No Different than U.S. National Rate,21.5,28.3,332,,18.3,No Different than U.S. National Rate,15.3,21.7,281,
3724,42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,,,CHARLESTON                    ,SC,29401,HOT SPRING,8435775011,14.4,No Different than U.S. National Rate,10.5,19.5,74,,10.6,No Different than U.S. National Rate,7.9,14.0,232,,13.7,No Different than U.S. National Rate,10.2,18.4,132,,19.4,No Different than U.S. National Rate,15.5,24.0,97,,23.5,No Different than U.S. National Rate,19.9,27.4,283,,19.4,No Different than U.S. National Rate,15.7,23.7,158,
3730,430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  PO BOX 1210,,,WATERTOWN,SD,57201,CODINGTON,6058827000,18.0,No Different than U.S. National Rate,14.2,22.8,85,,11.3,No Different than U.S. National Rate,8.6,14.8,173,,12.5,No Different than U.S. National Rate,10.2,15.2,439,,18.8,No Different than U.S. National Rate,14.8,23.6,66,,24.0,No Different than U.S. National Rate,20.1,28.4,192,,17.2,No Different than U.S. National Rate,14.5,20.3,457,
3731,430008,BROOKINGS HOSPITAL,300 22ND AVE,,,BROOKINGS,SD,57006,BROOKINGS,6056967701,15.1,No Different than U.S. National Rate,11.9,18.7,41,,11.9,No Different than U.S. National Rate,8.8,15.7,64,,12.5,No Different than U.S. National Rate,9.5,16.1,167,,17.9,No Different than U.S. National Rate,14.1,22.4,34,,25.8,No Different than U.S. National Rate,21.0,31.0,68,,16.6,No Different than U.S. National Rate,13.3,20.6,171,
3732,430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,,,YANKTON,SD,57078,YANKTON,6056688000,15.3,No Different than U.S. National Rate,11.8,19.7,74,,12.0,No Different than U.S. National Rate,9.1,15.5,165,,13.9,No Different than U.S. National Rate,11.1,17.3,352,,18.9,No Different than U.S. National Rate,15.1,23.6,56,,26.5,No Different than U.S. National Rate,22.3,31.3,193,,18.3,No Different than U.S. National Rate,15.5,21.7,378,
3733,430013,AVERA QUEEN OF PEACE,525 N FOSTER,,,MITCHELL,SD,57301,DAVISON,6059952000,15.7,No Different than U.S. National Rate,12.1,20.2,53,,11.7,No Different than U.S. National Rate,9.0,15.2,193,,10.2,No Different than U.S. National Rate,7.9,12.9,323,,18.6,No Different than U.S. National Rate,14.9,22.9,40,,24.1,No Different than U.S. National Rate,20.2,28.3,216,,16.3,No Different than U.S. National Rate,13.5,19.6,359,
